,Title,File No,Sentence,Sentence Length,Similariy to Title,Sentence Position,Sentence Cohesion,Main Concept,Proper Noun Appearance,In Summary
17,ad sales boost time warner profit,1,"the company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m.",0.6486486486486487,0.0,0.9,0.9095941481685447,1,0,0
18,ad sales boost time warner profit,1,"it intends to adjust the way it accounts for a deal with german music publisher bertelsmann's purchase of a stake in aol europe, which it had reported as advertising revenue.",0.8108108108108109,0.0,0.95,0.9564665387344436,1,0,0
19,ad sales boost time warner profit,1,it will now book the sale of its stake in aol europe as a loss on the value of that stake.,0.5675675675675675,0.0,1.0,0.9593228189884729,1,0,0
20,dollar gains on greenspan speech,2,the dollar has hit its highest level against the euro in almost three months after the federal reserve head said the us trade deficit is set to stabilise.,0.6829268292682927,0.07071067811865474,0.06666666666666667,1.0,1,0,1
21,dollar gains on greenspan speech,2,and alan greenspan highlighted the us government's willingness to curb spending and rising household savings as factors which may help to reduce it.,0.5609756097560976,0.08451542547285164,0.13333333333333333,0.6267200346451853,0,0,0
22,dollar gains on greenspan speech,2,"in late trading in new york, the dollar reached $1.2871 against the euro, from $1.2974 on thursday.",0.4146341463414634,0.17888543819998318,0.2,0.7417070613081758,1,0,0
23,dollar gains on greenspan speech,2,market concerns about the deficit has hit the greenback in recent months.,0.2926829268292683,0.0,0.26666666666666666,0.8916694482400894,1,0,1
24,dollar gains on greenspan speech,2,"on friday, federal reserve chairman mr greenspan's speech in london ahead of the meeting of g7 finance ministers sent the dollar higher after it had earlier tumbled on the back of worse-than-expected us jobs data.",0.8536585365853658,0.31008683647302115,0.3333333333333333,0.8574870857558045,1,0,0
25,dollar gains on greenspan speech,2,"""i think the chairman's taking a much more sanguine view on the current account deficit than he's taken for some time,"" said robert sinche, head of currency strategy at bank of america in new york.",0.8536585365853658,0.06819943394704735,0.4,0.841220972785941,1,0,1
26,dollar gains on greenspan speech,2,"""he's taking a longer-term view, laying out a set of conditions under which the current account deficit can improve this year and next.""",0.5609756097560976,0.0,0.4666666666666667,0.6619037586439241,1,0,1
27,dollar gains on greenspan speech,2,"worries about the deficit concerns about china do, however, remain.",0.24390243902439024,0.0,0.5333333333333333,0.5545109873906124,1,0,0
28,dollar gains on greenspan speech,2,china's currency remains pegged to the dollar and the us currency's sharp falls in recent months have therefore made chinese export prices highly competitive.,0.5853658536585366,0.07905694150420949,0.6,0.8560588285371415,1,1,1
29,dollar gains on greenspan speech,2,"but calls for a shift in beijing's policy have fallen on deaf ears, despite recent comments in a major chinese newspaper that the ""time is ripe"" for a loosening of the peg.",0.7804878048780488,0.06666666666666665,0.6666666666666666,0.8062714079339289,0,0,0
30,dollar gains on greenspan speech,2,the g7 meeting is thought unlikely to produce any meaningful movement in chinese policy.,0.34146341463414637,0.0,0.7333333333333333,0.6293068142354096,0,0,0
31,dollar gains on greenspan speech,2,"in the meantime, the us federal reserve's decision on 2 february to boost interest rates by a quarter of a point - the sixth such move in as many months - has opened up a differential with european rates.",0.9512195121951219,0.06085806194501844,0.8,0.946982088964607,1,0,0
32,dollar gains on greenspan speech,2,"the half-point window, some believe, could be enough to keep us assets looking more attractive, and could help prop up the dollar.",0.5365853658536586,0.08606629658238703,0.8666666666666667,0.7232563205890955,1,0,0
33,dollar gains on greenspan speech,2,"the recent falls have partly been the result of big budget deficits, as well as the us's yawning current account gap, both of which need to be funded by the buying of us bonds and assets by foreign firms and governments.",1.0,0.0,0.9333333333333333,0.9222369059410214,1,0,1
34,dollar gains on greenspan speech,2,"the white house will announce its budget on monday, and many commentators believe the deficit will remain at close to half a trillion dollars.",0.5853658536585366,0.08451542547285164,1.0,0.7646035547520742,1,1,0
35,yukos unit buyer faces loan claim,3,the owners of embattled russian oil giant yukos are to ask the buyer of its former production unit to pay back a $900m (â£479m) loan.,0.6944444444444444,0.2886751345948129,0.08333333333333333,0.9946602256130044,1,0,0
36,yukos unit buyer faces loan claim,3,state-owned rosneft bought the yugansk unit for $9.3bn in a sale forced by russia to part settle a $27.5bn tax claim against yukos.,0.6388888888888888,0.23145502494313785,0.16666666666666666,0.9813211517283477,1,0,1
37,yukos unit buyer faces loan claim,3,yukos' owner menatep group says it will ask rosneft to repay a loan that yugansk had secured on its assets.,0.5555555555555556,0.18257418583505536,0.25,0.8320860600214466,1,0,1
38,yukos unit buyer faces loan claim,3,rosneft already faces a similar $540m repayment demand from foreign banks.,0.3055555555555556,0.12309149097933275,0.3333333333333333,0.4866945565718835,1,0,0
39,yukos unit buyer faces loan claim,3,legal experts said rosneft's purchase of yugansk would include such obligations.,0.3055555555555556,0.0,0.4166666666666667,0.6025527538105672,1,0,0
40,yukos unit buyer faces loan claim,3,"""the pledged assets are with rosneft, so it will have to pay real money to the creditors to avoid seizure of yugansk assets,"" said moscow-based us lawyer jamie firestone, who is not connected to the case.",1.0,0.0,0.5,1.0,1,0,1
41,yukos unit buyer faces loan claim,3,"menatep group's managing director tim osborne told the reuters news agency: ""if they default, we will fight them where the rule of law exists under the international arbitration clauses of the credit.""",0.8888888888888888,0.0,0.5833333333333334,0.761887037704414,1,0,0
42,yukos unit buyer faces loan claim,3,rosneft officials were unavailable for comment.,0.16666666666666666,0.0,0.6666666666666666,0.48427736599094556,1,0,0
43,yukos unit buyer faces loan claim,3,but the company has said it intends to take action against menatep to recover some of the tax claims and debts owed by yugansk.,0.6666666666666666,0.0,0.75,0.9756784598477929,1,0,1
44,yukos unit buyer faces loan claim,3,yukos had filed for bankruptcy protection in a us court in an attempt to prevent the forced sale of its main production arm.,0.6388888888888888,0.08164965809277261,0.8333333333333334,0.9468654402900406,1,0,0
45,yukos unit buyer faces loan claim,3,the sale went ahead in december and yugansk was sold to a little-known shell company which in turn was bought by rosneft.,0.6111111111111112,0.0,0.9166666666666666,0.9023116448889141,1,0,1
46,yukos unit buyer faces loan claim,3,yukos claims its downfall was punishment for the political ambitions of its founder mikhail khodorkovsky and has vowed to sue any participant in the sale.,0.6944444444444444,0.07580980435789035,1.0,0.9607856284496872,1,0,0
47,high fuel prices hit ba's profits,4,british airways has blamed high fuel prices for a 40% drop in profits.,0.34210526315789475,0.4193139346887673,0.05263157894736842,0.638310203395825,1,0,0
48,high fuel prices hit ba's profits,4,"reporting its results for the three months to 31 december 2004, the airline made a pre-tax profit of â£75m ($141m) compared with â£125m a year earlier.",0.6842105263157895,0.0,0.10526315789473684,0.9125066543539344,1,1,0
49,high fuel prices hit ba's profits,4,"rod eddington, ba's chief executive, said the results were ""respectable"" in a third quarter when fuel costs rose by â£106m or 47.3%.",0.5789473684210527,0.22677868380553634,0.15789473684210525,0.9046380511609883,1,1,0
50,high fuel prices hit ba's profits,4,"ba's profits were still better than market expectation of â£59m, and it expects a rise in full-year revenues.",0.47368421052631576,0.24743582965269675,0.21052631578947367,1.0,1,1,0
51,high fuel prices hit ba's profits,4,"to help offset the increased price of aviation fuel, ba last year introduced a fuel surcharge for passengers.",0.47368421052631576,0.25354627641855493,0.2631578947368421,0.9564701705328376,1,0,1
52,high fuel prices hit ba's profits,4,"in october, it increased this from â£6 to â£10 one-way for all long-haul flights, while the short-haul surcharge was raised from â£2.50 to â£4 a leg.",0.6842105263157895,0.0,0.3157894736842105,0.857700770665327,1,0,0
53,high fuel prices hit ba's profits,4,yet aviation analyst mike powell of dresdner kleinwort wasserstein says ba's estimated annual surcharge revenues - â£160m - will still be way short of its additional fuel costs - a predicted extra â£250m.,0.868421052631579,0.18641092980036,0.3684210526315789,0.7923667314915835,1,1,0
54,high fuel prices hit ba's profits,4,"turnover for the quarter was up 4.3% to â£1.97bn, further benefiting from a rise in cargo revenue.",0.4473684210526316,0.0,0.42105263157894735,0.9546090261138827,1,1,0
55,high fuel prices hit ba's profits,4,"looking ahead to its full year results to march 2005, ba warned that yields - average revenues per passenger - were expected to decline as it continues to lower prices in the face of competition from low-cost carriers.",1.0,0.10798984943120776,0.47368421052631576,0.9224711830002571,1,0,1
56,high fuel prices hit ba's profits,4,"however, it said sales would be better than previously forecast.",0.2631578947368421,0.0,0.5263157894736842,0.45384187578352336,0,0,0
57,high fuel prices hit ba's profits,4,"""for the year to march 2005, the total revenue outlook is slightly better than previous guidance with a 3% to 3.5% improvement anticipated,"" ba chairman martin broughton said.",0.7368421052631579,0.06388765649999399,0.5789473684210527,0.9418278059778904,1,0,1
58,high fuel prices hit ba's profits,4,ba had previously forecast a 2% to 3% rise in full-year revenue.,0.3157894736842105,0.10482848367219183,0.631578947368421,0.9448067249928224,1,0,1
59,high fuel prices hit ba's profits,4,it also reported on friday that passenger numbers rose 8.1% in january.,0.3157894736842105,0.0,0.6842105263157895,0.4634481182654587,1,0,0
60,high fuel prices hit ba's profits,4,"aviation analyst nick van den brul of bnp paribas described ba's latest quarterly results as ""pretty modest"".",0.4473684210526316,0.1781741612749496,0.7368421052631579,0.520541559665179,1,0,0
61,high fuel prices hit ba's profits,4,"""it is quite good on the revenue side and it shows the impact of fuel surcharges and a positive cargo development, however, operating margins down and cost impact of fuel are very strong,"" he said.",0.9210526315789473,0.10585122480499262,0.7894736842105263,0.8045415083300107,1,0,1
62,high fuel prices hit ba's profits,4,"since the 11 september 2001 attacks in the united states, ba has cut 13,000 jobs as part of a major cost-cutting drive.",0.5789473684210527,0.07412493166611012,0.8421052631578947,0.7635346443677506,1,0,0
63,high fuel prices hit ba's profits,4,"""our focus remains on reducing controllable costs and debt whilst continuing to invest in our products,"" mr eddington said.",0.5,0.0,0.8947368421052632,0.563015853267031,1,0,0
64,high fuel prices hit ba's profits,4,"""for example, we have taken delivery of six airbus a321 aircraft and next month we will start further improvements to our club world flat beds.""",0.6578947368421053,0.0,0.9473684210526315,0.5108778292965827,1,0,0
65,high fuel prices hit ba's profits,4,ba's shares closed up four pence at 274.5 pence.,0.23684210526315788,0.20965696734438366,1.0,0.40188393655400173,1,1,0
66,pernod takeover talk lifts domecq,5,shares in uk drinks and food firm allied domecq have risen on speculation that it could be the target of a takeover by france's pernod ricard.,0.896551724137931,0.2581988897471611,0.08333333333333333,1.0,1,0,1
67,pernod takeover talk lifts domecq,5,"reports in the wall street journal and the financial times suggested that the french spirits firm is considering a bid, but has yet to contact its target.",0.9310344827586207,0.0,0.16666666666666666,0.8546779721428914,1,0,0
68,pernod takeover talk lifts domecq,5,"allied domecq shares in london rose 4% by 1200 gmt, while pernod shares in paris slipped 1.2%.",0.5862068965517241,0.19069251784911842,0.25,0.6062423757931042,1,0,1
69,pernod takeover talk lifts domecq,5,pernod said it was seeking acquisitions but refused to comment on specifics.,0.41379310344827586,0.12909944487358055,0.3333333333333333,0.6579504032887603,1,0,1
70,pernod takeover talk lifts domecq,5,"pernod's last major purchase was a third of us giant seagram in 2000, the move which propelled it into the global top three of drinks firms.",0.896551724137931,0.08032193289024989,0.4166666666666667,0.963629893503933,1,0,0
71,pernod takeover talk lifts domecq,5,the other two-thirds of seagram was bought by market leader diageo.,0.3793103448275862,0.0,0.5,0.7067708064568469,0,0,0
72,pernod takeover talk lifts domecq,5,"in terms of market value, pernod - at 7.5bn euros ($9.7bn) - is about 9% smaller than allied domecq, which has a capitalisation of â£5.7bn ($10.7bn; 8.2bn euros).",0.9655172413793104,0.13483997249264842,0.5833333333333334,0.6729280055200869,1,0,0
73,pernod takeover talk lifts domecq,5,"last year pernod tried to buy glenmorangie, one of scotland's premier whisky firms, but lost out to luxury goods firm lvmh.",0.7241379310344828,0.09128709291752768,0.6666666666666666,0.7300580561456702,1,0,0
74,pernod takeover talk lifts domecq,5,"pernod is home to brands including chivas regal scotch whisky, havana club rum and jacob's creek wine.",0.5862068965517241,0.10540925533894598,0.75,0.6287314987790671,1,0,0
75,pernod takeover talk lifts domecq,5,"allied domecq's big names include malibu rum, courvoisier brandy, stolichnaya vodka and ballantine's whisky - as well as snack food chains such as dunkin' donuts and baskin-robbins ice cream.",1.0,0.06984302957695782,0.8333333333333334,0.5276469601326879,1,0,0
76,pernod takeover talk lifts domecq,5,"the wsj said that the two were ripe for consolidation, having each dealt with problematic parts of their portfolio.",0.6551724137931034,0.0,0.9166666666666666,0.67584924040713,0,0,0
77,pernod takeover talk lifts domecq,5,"pernod has reduced the debt it took on to fund the seagram purchase to just 1.8bn euros, while allied has improved the performance of its fast-food chains.",0.9310344827586207,0.07161148740394328,1.0,0.9921521129700863,1,0,1
78,japan narrowly escapes recession,6,"japan's economy teetered on the brink of a technical recession in the three months to september, figures show.",0.6428571428571429,0.2182178902359924,0.1111111111111111,1.0,1,0,1
79,japan narrowly escapes recession,6,revised figures indicated growth of just 0.1% - and a similar-sized contraction in the previous quarter.,0.5714285714285714,0.0,0.2222222222222222,0.9098242287318723,1,0,1
80,japan narrowly escapes recession,6,"on an annual basis, the data suggests annual growth of just 0.2%, suggesting a much more hesitant recovery than had previously been thought.",0.8214285714285714,0.0,0.3333333333333333,0.7935247512254335,1,0,1
81,japan narrowly escapes recession,6,a common technical definition of a recession is two successive quarters of negative growth.,0.5,0.11785113019775793,0.4444444444444444,0.7287481114555278,1,0,1
82,japan narrowly escapes recession,6,the government was keen to play down the worrying implications of the data.,0.4642857142857143,0.0,0.5555555555555556,0.8209574854611403,0,0,0
83,japan narrowly escapes recession,6,"""i maintain the view that japan's economy remains in a minor adjustment phase in an upward climb, and we will monitor developments carefully,"" said economy minister heizo takenaka.",1.0,0.08703882797784893,0.6666666666666666,0.7111628781862346,1,0,0
84,japan narrowly escapes recession,6,"but in the face of the strengthening yen making exports less competitive and indications of weakening economic conditions ahead, observers were less sanguine.",0.8214285714285714,0.0,0.7777777777777778,0.7908711894294612,0,0,0
85,japan narrowly escapes recession,6,"""it's painting a picture of a recovery... much patchier than previously thought,"" said paul sheard, economist at lehman brothers in tokyo.",0.75,0.0,0.8888888888888888,0.7279325731930353,0,0,0
86,japan narrowly escapes recession,6,"improvements in the job market apparently have yet to feed through to domestic demand, with private consumption up just 0.2% in the third quarter.",0.8571428571428571,0.0,1.0,0.7598216624059033,1,0,0
87,jobs growth still slow in the us,7,"the us created fewer jobs than expected in january, but a fall in jobseekers pushed the unemployment rate to its lowest level in three years.",0.5,0.4605661864718383,0.07692307692307693,0.922556046776404,1,0,1
88,jobs growth still slow in the us,7,"according to labor department figures, us firms added only 146,000 jobs in january.",0.26,0.30304576336566325,0.15384615384615385,0.6298104032543692,1,0,0
89,jobs growth still slow in the us,7,"the gain in non-farm payrolls was below market expectations of 190,000 new jobs.",0.26,0.2927700218845599,0.23076923076923078,0.7149033658795233,1,0,0
90,jobs growth still slow in the us,7,"nevertheless it was enough to push down the unemployment rate to 5.2%, its lowest level since september 2001. the job gains mean that president bush can celebrate - albeit by a very fine margin - a net growth in jobs in the us economy in his first term in office.",1.0,0.4485613040162566,0.3076923076923077,1.0,1,0,0
91,jobs growth still slow in the us,7,he presided over a net fall in jobs up to last november's presidential election - the first president to do so since herbert hoover.,0.48,0.22237479499833035,0.38461538461538464,0.7842901764894155,1,0,1
92,jobs growth still slow in the us,7,"as a result, job creation became a key issue in last year's election.",0.26,0.0944911182523068,0.46153846153846156,0.6076811844840165,1,0,0
93,jobs growth still slow in the us,7,"however, when adding december and january's figures, the administration's first term jobs record ended in positive territory.",0.34,0.24743582965269675,0.5384615384615384,0.6468692755902162,1,1,0
94,jobs growth still slow in the us,7,"the labor department also said it had revised down the jobs gains in december 2004, from 157,000 to 133,000.",0.38,0.30237157840738177,0.6153846153846154,0.8064119131827158,1,0,1
95,jobs growth still slow in the us,7,analysts said the growth in new jobs was not as strong as could be expected given the favourable economic conditions.,0.4,0.38575837490522974,0.6923076923076923,0.7558831122939634,1,0,1
96,jobs growth still slow in the us,7,"""it suggests that employment is continuing to expand at a moderate pace,"" said rick egelton, deputy chief economist at bmo financial group.",0.44,0.0,0.7692307692307693,0.45391511898922854,1,0,0
97,jobs growth still slow in the us,7,"""we are not getting the boost to employment that we would have got given the low value of the dollar and the still relatively low interest rate environment.""",0.56,0.2849014411490949,0.8461538461538461,0.6877021346517346,1,0,0
98,jobs growth still slow in the us,7,"""the economy is producing a moderate but not a satisfying amount of job growth,"" said ken mayland, president of clearview economics.",0.42,0.15118578920369088,0.9230769230769231,0.6597331795137211,1,0,1
99,jobs growth still slow in the us,7,"""that means there are a limited number of new opportunities for workers.""",0.24,0.0,1.0,0.4472896282712912,0,0,0
100,india calls for fair trade rules,8,"india, which attends the g7 meeting of seven leading industrialised nations on friday, is unlikely to be cowed by its newcomer status.",0.4888888888888889,0.08703882797784893,0.07142857142857142,0.8464488756790601,1,1,0
101,india calls for fair trade rules,8,"in london on thursday ahead of the meeting, india's finance minister, lashed out at the restrictive trade policies of the g7 nations.",0.4888888888888889,0.1466471150213533,0.14285714285714285,1.0,1,1,1
102,india calls for fair trade rules,8,he objected to subsidies on agriculture that make it hard for developing nations like india to compete.,0.37777777777777777,0.1873171623163388,0.21428571428571427,0.6910431526015614,1,0,0
103,india calls for fair trade rules,8,"he also called for reform of the united nations, the world bank and the imf.",0.3333333333333333,0.08908708063747481,0.2857142857142857,0.9314480690512027,1,0,0
104,india calls for fair trade rules,8,"palaniappan chidambaram, india's finance minister, argued that these organisations need to take into account the changing world order, given india and china's integration into the global economy.",0.6,0.1342312110428049,0.35714285714285715,0.7838562789966164,0,1,1
105,india calls for fair trade rules,8,"he said the issue is not globalisation but ""the terms of engagement in globalisation.""",0.3111111111111111,0.0,0.42857142857142855,0.8306539598696827,0,0,0
106,india calls for fair trade rules,8,"mr chidambaram is attending the g7 meeting as part of the g20 group of nations, which account for two thirds of the world's population.",0.5333333333333333,0.06711560552140244,0.5,0.9434334452869345,1,0,1
107,india calls for fair trade rules,8,"at a conference on developing enterprise hosted by uk finance minister gordon brown on friday, he said that he was in favour of floating exchange rates because they help countries cope with economic shocks.",0.7555555555555555,0.0,0.5714285714285714,0.641246084395805,1,0,1
108,india calls for fair trade rules,8,"""a flexible exchange rate is one more channel for absorbing both positive and negative shocks,"" he told the conference.",0.4222222222222222,0.0936585811581694,0.6428571428571429,0.6429258572649037,1,0,0
109,india calls for fair trade rules,8,"india, along with china, brazil, south africa and russia, has been invited to take part in the g7 meeting taking place in london on friday and saturday.",0.6,0.07332355751067665,0.7142857142857143,0.7759243176470013,1,0,1
110,india calls for fair trade rules,8,"china is expected to face renewed pressure to abandon its fixed exchange rate, which g7 nations, in particular the us, have blamed for a surge in cheap chinese exports.",0.6444444444444445,0.07106690545187015,0.7857142857142857,0.83777210949071,1,0,1
111,india calls for fair trade rules,8,"""some countries have tried to use fixed exchange rates.",0.2,0.0,0.8571428571428571,0.4514162300630744,1,0,0
112,india calls for fair trade rules,8,"i do not wish to make any judgements,"" mr chidambaram said.",0.24444444444444444,0.0,0.9285714285714286,0.43889081498884147,0,0,0
113,india calls for fair trade rules,8,"separately, the imf warned on thursday that india's budget deficit was too large and would hamper the country's economic growth, which it forecast to be around 6.5% in the year to march 2005. in the year to march 2004, the indian economy grew by 8.5%.",1.0,0.04428074427700476,1.0,0.9806513045665204,1,0,0
114,ethiopia's crop production up 24%,9,"ethiopia produced 14.27 million tonnes of crops in 2004, 24% higher than in 2003 and 21% more than the average of the past five years, a report says.",0.8235294117647058,0.1342312110428049,0.08333333333333333,0.914587477308493,1,0,0
115,ethiopia's crop production up 24%,9,"in 2003, crop production totalled 11.49 million tonnes, the joint report from the food and agriculture organisation and the world food programme said.",0.6764705882352942,0.140028008402801,0.16666666666666666,1.0,1,0,1
116,ethiopia's crop production up 24%,9,"good rains, increased use of fertilizers and improved seeds contributed to the rise in production.",0.4411764705882353,0.10540925533894598,0.25,0.7852966048976602,0,0,0
117,ethiopia's crop production up 24%,9,"nevertheless, 2.2 million ethiopians will still need emergency assistance.",0.2647058823529412,0.0,0.3333333333333333,0.42781861935426796,1,0,0
118,ethiopia's crop production up 24%,9,"the report calculated emergency food requirements for 2005 to be 387,500 tonnes.",0.35294117647058826,0.0,0.4166666666666667,0.7043021747375217,1,0,1
119,ethiopia's crop production up 24%,9,"on top of that, 89,000 tonnes of fortified blended food and vegetable oil for ""targeted supplementary food distributions for a survival programme for children under five and pregnant and lactating women"" will be needed.",1.0,0.0,0.5,0.8894479815400299,1,0,1
120,ethiopia's crop production up 24%,9,"in eastern and southern ethiopia, a prolonged drought has killed crops and drained wells.",0.4117647058823529,0.10206207261596577,0.5833333333333334,0.6356373503283517,1,0,0
121,ethiopia's crop production up 24%,9,"last year, a total of 965,000 tonnes of food assistance was needed to help seven million ethiopians.",0.5,0.0,0.6666666666666666,0.8102465643353399,1,0,1
122,ethiopia's crop production up 24%,9,the food and agriculture organisation (fao) recommend that the food assistance is bought locally.,0.4117647058823529,0.0,0.75,0.8973493838555474,1,1,1
123,ethiopia's crop production up 24%,9,"""local purchase of cereals for food assistance programmes is recommended as far as possible, so as to assist domestic markets and farmers,"" said henri josserand, chief of fao's global information and early warning system.",1.0,0.06085806194501846,0.8333333333333334,0.7638165788249824,1,0,0
124,ethiopia's crop production up 24%,9,"agriculture is the main economic activity in ethiopia, representing 45% of gross domestic product.",0.4117647058823529,0.1091089451179962,0.9166666666666666,0.7228814466474877,1,0,0
125,ethiopia's crop production up 24%,9,about 80% of ethiopians depend directly or indirectly on agriculture.,0.29411764705882354,0.0,1.0,0.5340142930873341,1,0,0
126,court rejects $280bn tobacco case,10,a us government claim accusing the country's biggest tobacco companies of covering up the effects of smoking has been thrown out by an appeal court.,0.5952380952380952,0.1632993161855452,0.1111111111111111,0.8626334610416764,1,0,1
127,court rejects $280bn tobacco case,10,the demand for $280bn (â£155bn) - filed by the clinton administration in 1999 - was rejected in a 2-1 decision.,0.47619047619047616,0.09128709291752768,0.2222222222222222,0.766489368523749,0,1,0
128,court rejects $280bn tobacco case,10,the court in washington found that the case could not be brought under federal anti-racketeering laws.,0.38095238095238093,0.2051956704170308,0.3333333333333333,0.8094933938312486,1,0,0
129,court rejects $280bn tobacco case,10,"among the accused were altria group, rj reynolds tobacco, lorillard tobacco, liggett group and brown and williamson.",0.40476190476190477,0.18650096164806276,0.4444444444444444,0.6412250702055662,1,0,0
130,court rejects $280bn tobacco case,10,"in its case, the government claimed tobacco firms manipulated nicotine levels to increase addiction, targeted teenagers with multi-billion dollar advertising campaigns, lied about the dangers of smoking and ignored research to the contrary.",0.7857142857142857,0.13801311186847084,0.5555555555555556,0.9659531543107934,1,0,1
131,court rejects $280bn tobacco case,10,prosecutors wanted the cigarette firms to surrender $280bn in profits accumulated over the past 50 years and impose tougher rules on marketing their products.,0.5714285714285714,0.08770580193070293,0.6666666666666666,0.7850306822270626,0,0,0
132,court rejects $280bn tobacco case,10,but the court of appeals for the district of columbia ruled that the us government could not sue the firms under legislation drawn up to counteract mafia infiltration of business.,0.7142857142857143,0.06454972243679027,0.7777777777777778,1.0,1,1,0
133,court rejects $280bn tobacco case,10,the tobacco companies deny that they illegally conspired to promote smoking and defraud the public.,0.35714285714285715,0.10846522890932808,0.8888888888888888,0.9284325543615101,1,0,1
134,court rejects $280bn tobacco case,10,"they also say they have already met many of the government's demands in a landmark $206bn settlement reached with 46 states in 1998. shares of tobacco companies closed higher after the ruling, with altria rising 5% and reynolds showing gains of 4.5%.",1.0,0.05773502691896257,1.0,0.8410873483631491,1,0,0
135,ask jeeves tips online ad revival,11,ask jeeves has become the third leading online search firm this week to thank a revival in internet advertising for improving fortunes.,0.7333333333333333,0.3481553119113957,0.09090909090909091,0.8665961126781573,1,0,1
136,ask jeeves tips online ad revival,11,"the firm's revenue nearly tripled in the fourth quarter of 2004, exceeding $86m (â£46m).",0.4666666666666667,0.0,0.18181818181818182,0.8716132739801418,1,0,0
137,ask jeeves tips online ad revival,11,"ask jeeves, once among the best-known names on the web, is now a relatively modest player.",0.5333333333333333,0.1873171623163388,0.2727272727272727,0.8377576436821604,1,0,1
138,ask jeeves tips online ad revival,11,its $17m profit for the quarter was dwarfed by the $204m announced by rival google earlier in the week.,0.6333333333333333,0.0,0.36363636363636365,1.0,1,1,1
139,ask jeeves tips online ad revival,11,"during the same quarter, yahoo earned $187m, again tipping a resurgence in online advertising.",0.4666666666666667,0.1091089451179962,0.45454545454545453,0.7967841896864112,1,0,1
140,ask jeeves tips online ad revival,11,the trend has taken hold relatively quickly.,0.23333333333333334,0.0,0.5454545454545454,0.656257007741969,0,0,0
141,ask jeeves tips online ad revival,11,"late last year, marketing company doubleclick, one of the leading providers of online advertising, warned that some or all of its business would have to be put up for sale.",1.0,0.06804138174397717,0.6363636363636364,0.6853341200096505,1,0,0
